CONTENT,SPAM
Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,1
We r outside already.,0
Just normal only here :),0
I HAVE A DATE ON SUNDAY WITH WILL!!,0
"\CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X\""""",0
I liked your new house,0
Have you got Xmas radio times. If not i will get it now,0
I will be outside office take all from there,0
Can't take any major roles in community outreach. You rock mel,0
Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. ,0
"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.",0
Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,0
Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,0
U ned to convince him tht its not possible witot hurting his feeling its the main,0
Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,0
Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,1
Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,0
"Pity, * was in mood for that. So...any other suggestions?",0
I liked the new mobile,0
Company is very good.environment is terrific and food is really nice:),0
Erutupalam thandiyachu,0
Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,0
Dunno lei... I thk mum lazy to go out... I neva ask her yet...,0
U call me alter at 11 ok.,0
Enjoy ur life. . Good night,0
"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad",0
I have to take exam with in march 3,0
I'm good. Have you registered to vote?,0
"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",0
"Thursday night? Yeah, sure thing, we'll work it out then",0
"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDåÕS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\""""",0
Hope you are feeling great. Pls fill me in. Abiola,0
Is toshiba portege m100 gd?,0
No probably  &lt;#&gt; %.,0
"Sorry, I'll call later",0
We don call like  &lt;#&gt;  times oh. No give us hypertension oh.,0
Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,0
Ya that one is slow as poo,0
And by when you're done I mean now,0
A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611 ,1
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",1
SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,1
WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,1
Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,0
I not free today i haf 2 pick my parents up tonite...,0
U still going to the mall?,0
Send his number and give reply tomorrow morning for why you said that to him like that ok,0
Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,0
"Sorry, I'll call later",0
Ok lar... Joking wif u oni...,0
Now only i reached home. . . I am very tired now. . I will come tomorro,0
What time you think you'll have it? Need to know when I should be near campus,0
"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost å£1.50. 2 cancel send STOP",1
Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,0
TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,1
"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",0
"Tee hee. Off to lecture, cheery bye bye.",0
"K will do, addie &amp; I are doing some art so I'll be here when you get home",0
(That said can you text him one more time?),0
Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,0
IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,1
Well thats nice. Too bad i cant eat it,0
Sorry * was at the grocers.,0
Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,1
"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16",1
Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),0
No. But we'll do medical missions to nigeria,0
"Aight that'll work, thanks",0
"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",0
"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",0
"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",0
R u in this continent?,0
"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",0
Well i will watch shrek in 3D!!B),0
Ok.. ÌÏ finishing soon?,0
Hey what are you doing. Y no reply pa..,0
URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,1
Thank god they are in bed!,0
Shb b ok lor... Thanx...,0
"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",1
"How long has it been since you screamed, princess?",0
Where are you?when wil you reach here?,0
"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",0
Nope... Juz off from work...,0
"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! ",0
You can donate å£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. å£2.50 will be added to your next bill,1
Take us out shopping and Mark will distract Isaiah.=D,0
"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",1
http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueåÁC C RingtoneåÁ,1
4 oclock at mine. Just to bash out a flat plan.,0
"Oh fine, I'll be by tonight",0
"Just sent again. Do you scream and moan in bed, princess?",0
Ok lor.,0
Dear :-/ why you mood off. I cant drive so i brother to drive,0
HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,0
You could have seen me..i did't recognise you Face.:),0
Thats cool. i am a gentleman and will treat you with dignity and respect.,0
No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!,0
"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... ",0
"I've got ten bucks, jay is being noncomittal",0
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,1
Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,0
Now only i reached home. . . I am very tired now. . I will come tomorro,0
I am not sure about night menu. . . I know only about noon menu,0
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,0
Y so late but i need to go n get da laptop...,0
"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",0
Meeting u is my work. . . Tel me when shall i do my work tomorrow,0
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,1
Hey u still at the gym?,0
Aiyo a bit pai seh Ì_ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,0
Goodmorning today i am late for  &lt;DECIMAL&gt; min.,0
Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,0
You call him now ok i said call him,0
HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,0
"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16",1
You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,0
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",0
ÌÏ no home work to do meh... ,0
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",0
U meet other fren dun wan meet me ah... Muz b a guy rite...,0
Good morning pookie pie! Lol hope I didn't wake u up,0
At what time are you coming.,0
Crucify is c not s. You should have told me earlier.,0
Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,0
Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,1
Its  &lt;#&gt; k here oh. Should i send home for sale.,0
"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?",0
Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ,0
Shopping? Eh ger i toking abt syd leh...Haha,0
I said its okay. Sorry,0
"Thanx 4 the time weåÕve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",0
Leave it wif me lar... ÌÏ wan to carry meh so heavy... Is da num 98321561 familiar to Ì_?,0
If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,0
Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,0
say thanks2. ,0
"Ah, well that confuses things, doesnÛ÷t it?",0
I'll probably be by tomorrow (or even later tonight if something's going on),0
"Sorry, I'll call later",0
That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,0
Huh so late... Fr dinner?,0
Ew are you one of them?,0
Let me know if you need anything else. Salad or desert or something... How many beers shall i get?,0
Captain is in our room:),0
About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,0
What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,0
Jus finish watching tv... U?,0
We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,0
I dont thnk its a wrong calling between us,0
Ok... Ur typical reply...,0
U studying in sch or going home? Anyway i'll b going 2 sch later.,0
"Awesome, I'll see you in a bit",0
I'm wif him now buying tix lar...,0
Ok... Thanx... Gd nite 2 Ì_ too...,0
I can't make it tonight,0
Raviyog Peripherals bhayandar east,0
I hope you know I'm still mad at you.,0
Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,0
Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,0
E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,0
Ok no prob. Take ur time.,0
"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",0
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",1
What is the plural of the noun research?,0
"It's fine, imma get a drink or somethin. Want me to come find you?",0
Went fast asleep dear.take care.,0
"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.",0
Mm i had my food da from out,0
Pls call me da. What happen.,0
Me i'm not workin. Once i get job...,0
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",1
K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),0
But i dint slept in afternoon.,0
"\AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.\""""",0
Re your call; You didn't see my facebook huh?,0
Just glad to be talking to you.,0
Why are u up so early?,0
Yup...,0
Lovely smell on this bus and it ain't tobacco... ,0
FreeMsg>FAV XMAS TONES!Reply REAL,1
I anything lor...,0
I dunno they close oredi not... ÌÏ v ma fan...,0
Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,0
Ok lor. Msg me b4 u call.,0
That day you asked about anand number. Why:-),0
Still chance there. If you search hard you will get it..let have a try :),0
Did u got that persons story,0
"\Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic\""""",0
Thought praps you meant another one. Goodo! I'll look tomorrow ,0
1's finish meeting call me.,0
Urgent! Please call 09061213237 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,1
Yeah imma come over cause jay wants to do some drugs,0
Wherre's my boytoy ? :-(,0
And miss vday the parachute and double coins??? U must not know me very well...,0
"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",1
Dunno dat's wat he told me. Ok lor...,0
Were gonna go get some tacos,0
Boooo you always work. Just quit.,0
K.k.this month kotees birthday know?,0
I called and said all to him:)then he have to choose this future.,0
URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,1
"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",1
Great. So should i send you my account number.,0
"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",0
Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,0
MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,0
Get me out of this dump heap. My mom decided to come to lowes. BORING.,0
"\Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!\""""",0
It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,0
Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,1
R we still meeting 4 dinner tonight?,0
"Sorry, I'll call later",0
"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",0
Ok try to do week end course in coimbatore.,0
Lmao but its so fun...,0
"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",0
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,1
"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",1
Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,1
"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",0
"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",1
Hey! There's veggie pizza... :/,0
Stupid auto correct on my phone,0
Please CALL 08712402972 immediately as there is an urgent message waiting for you,1
So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,0
SMS. ac sun0819 posts HELLO:\You seem cool,1
Then why you came to hostel.,0
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,1
When did dad get back.,0
A bloo bloo bloo I'll miss the first bowl,0
Man this bus is so so so slow. I think you're gonna get there before me,0
Reverse is cheating. That is not mathematics.,0
"Wat time liao, where still got.",0
Does she usually take fifteen fucking minutes to respond to a yes or no question,0
Yar lor actually we quite fast... Cos da ge slow wat... Haha...,0
Sday only joined.so training we started today:),0
Dear how you. Are you ok?,0
"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ",0
"I'll see if I can swing by in a bit, got some things to take care of here firsg",0
Yo come over carlos will be here soon,0
"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",0
How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,1
Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,0
Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,0
INTERFLORA - åÒIt's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,1
I know complain num only..bettr directly go to bsnl offc nd apply for it..,0
I need to come home and give you some good lovin...,0
"He will, you guys close?",0
"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",0
Can Ì_ all decide faster cos my sis going home liao..,0
Alex says he's not ok with you not being ok with it,0
Surly ill give it to you:-) while coming to review.,0
Ok. Me watching tv too.,0
1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(å£1.50p. m),1
I'm also came to room.,0
Doing my masters. When will you buy a bb cos i have for sale and how's bf,0
"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",0
Buy one egg for me da..please:),0
Up to Ì_... ÌÏ wan come then come lor... But i din c any stripes skirt...,0
"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",0
Nt yet chikku..simple habba..hw abt u?,0
"Haha awesome, omw back now then",0
Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,0
Change again... It's e one next to escalator...,0
"Sir, i am waiting for your call.",0
Wow v v impressed. Have funs shopping!,0
Sounds like something that someone testing me would sayy,0
Yup... I havent been there before... You want to go for the yoga? I can call up to book ,0
We are both fine. Thanks,0
Hope you are having a great day.,0
I wish u were here. I feel so alone,0
alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,0
Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),0
Hahaha..use your brain dear,0
"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive å£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",1
"Nothing much, chillin at home. Any super bowl plan?",0
My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,0
No management puzzeles.,0
"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",0
"Sorry that took so long, omw now",0
"Oh... Icic... K lor, den meet other day...",0
Pls send me your address sir.,0
Alright i have a new goal now,0
soon you will have the real thing princess! Do i make you wet? :),0
Now i'm going for lunch.,0
i dnt wnt to tlk wid u,0
If you are not coughing then its nothing,0
You have 1 new message. Please call 08712400200.,1
Jesus christ bitch I'm trying to give you drugs answer your fucking phone,0
FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,1
"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",0
Yup... Ok i go home look at the timings then i msg Ì_ again... Xuhui going to learn on 2nd may too but her lesson is at 8am,0
"Aight, tomorrow around  &lt;#&gt;  it is",0
"Sorry, I'll call later",0
Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,0
"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",0
I will reach ur home in  &lt;#&gt;  minutes,0
"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",1
Finished class where are you.,0
No one interested. May be some business plan.,0
Must come later.. I normally bathe him in da afternoon mah..,0
Oh my God. I'm almost home,0
Aiyah ok wat as long as got improve can already wat...,0
"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",0
Yes:)here tv is always available in work place..,0
How much she payed. Suganya.,0
Great. Never been better. Each day gives even more reasons to thank God,0
ÌÏ wait 4 me in sch i finish ard 5..,0
Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,1
You always make things bigger than they are,0
Dude sux for snake. He got old and raiden got buff,0
What's ur pin?,0
If I get there before you after your ten billion calls and texts so help me god,0
Please CALL 08712402578 immediately as there is an urgent message waiting for you,1
"Get the door, I'm here",0
Howz pain?hope u r fine..,0
Where are you lover ? I need you ...,0
And he's apparently bffs with carly quick now,0
I have a sore throat. It's scratches when I talk,0
Ok. I asked for money how far,0
Quite late lar... Ard 12 anyway i wun b drivin...,0
Did u see what I posted on your Facebook?,0
Ya very nice. . .be ready on thursday,0
"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",0
Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,0
Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,0
What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,0
"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",0
"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",0
"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only å£1.50/week. SavaMob - offers mobile!",1
Later i guess. I needa do mcat study too.,0
"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",1
This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola,0
"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",0
Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,0
YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,1
"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",1
True. Its easier with her here.,0
We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,0
Pls go there today  &lt;#&gt; . I dont want any excuses,0
He's just gonna worry for nothing. And he won't give you money its no use.,0
Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,0
I sent them. Do you like?,0
"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",0
Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,1
ÌÏ predict wat time Ì_'ll finish buying?,0
I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,0
"Sorry, I'll call later",0
"Its ok, called mom instead have fun",0
Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,0
The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.,0
Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;,0
Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,0
Wat r u doing?,0
Sir send to group mail check it.,0
Okie,0
"Cool, I'll text you when I'm on the way",0
Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,0
Wat time r Ì_ going to xin's hostel?,0
Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,0
That's necessarily respectful,0
G.W.R,0
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,0
I wan but too early lei... Me outside now wun b home so early... Neva mind then...,0
todays vodafone numbers ending with 0089(my last four digits) are selected to received a å£350 award. If your number matches please call 09063442151 to claim your å£350 award,1
Oh Howda gud gud.. Mathe en samachara chikku:-),0
"Wait, do you know if wesleys in town? I bet she does hella drugs!",0
Joy's father is John. Then John is the NAME of Joy's father. Mandan,0
"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",0
Yes princess! I want to catch you with my big strong hands...,0
"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",0
Can you just come in for a sec? There's somebody here I want you to see,0
Yup ok...,0
You want to go? ,0
Good morning princess! Have a great day!,0
"Aight, see you in a bit",0
I love ya too but try and budget your money better babe. Gary would freak on me if he knew,0
Hope youåÕre not having too much fun without me!! see u tomorrow love jess x,0
Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,1
IM GONNA MISS U SO MUCH,0
Whatsup there. Dont u want to sleep,0
Me too baby! I promise to treat you well! I bet you will take good care of me...,0
Hmmm:)how many players selected?,0
"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",0
Not directly behind... Abt 4 rows behind Ì_...,0
Sry da..jst nw only i came to home..,0
"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",0
Ard 530 lor. I ok then message Ì_ lor.,0
Designation is software developer and may be she get chennai:),0
my ex-wife was not able to have kids. Do you want kids one day?,0
Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,1
